Date,XBT,BTC,D,ETH,IOT,LTC,M,XRP
2016-12-10,774.65,,8.88,8.13,,3.68,7.78,0.006816
2016-12-11,769.73,,9.54,8.19,,3.64,7.91,0.006744
2016-12-12,780.09,,9.1,8.52,,3.66,8.05,0.006778
2016-12-13,780.56,,9.39,8.42,,3.65,8.11,0.0067079999999999996
2016-12-14,781.48,,9.16,8.27,,3.62,8.41,0.006705
2016-12-15,778.09,,9.3,7.83,,3.62,8.42,0.006662
2016-12-16,784.91,,9.89,7.86,,3.63,8.51,0.00671
2016-12-17,790.83,,9.74,7.88,,3.7,8.32,0.006541
2016-12-18,790.53,,9.89,7.87,,3.68,8.61,0.006573999999999999
2016-12-19,792.71,,10.32,7.64,,3.66,8.63,0.0065450000000000005
2016-12-20,800.88,,10.22,7.66,,3.66,8.43,0.0065
2016-12-21,834.28,,9.81,7.91,,3.65,8.28,0.006445
2016-12-22,864.54,,9.79,7.58,,3.71,8.9,0.006363000000000001
2016-12-23,921.98,,9.56,7.17,,4.66,9.55,0.006286
2016-12-24,898.82,,9.83,7.27,,4.55,9.65,0.0063490000000000005
2016-12-25,896.18,,10.01,7.18,,4.35,9.73,0.006444
2016-12-26,907.61,,9.7,7.27,,4.36,10.27,0.006326
2016-12-27,933.2,,9.74,7.17,,4.47,12.69,0.0061990000000000005
2016-12-28,975.92,,10.07,7.52,,4.57,14.09,0.006173
2016-12-29,973.5,,10.85,8.28,,4.56,13.13,0.006340999999999999
2016-12-30,961.24,,11.11,8.16,,4.39,12.97,0.006426
2016-12-31,963.74,,11.21,7.97,,4.33,13.78,0.006449
2017-01-01,998.33,,11.23,8.17,,4.51,13.97,0.006368
2017-01-02,1021.75,,11.81,8.38,,4.65,16.05,0.006311
2017-01-03,1043.84,,12.78,9.73,,4.63,16.09,0.006386
2017-01-04,1154.73,,16.52,11.25,,4.84,18.53,0.00657
2017-01-05,1013.38,,14.38,10.25,,4.29,16.19,0.006201
2017-01-06,902.2,,12.03,10.25,,3.86,14.03,0.006314999999999999
2017-01-07,908.59,,12.44,9.87,,3.96,13.06,0.006365999999999999
2017-01-08,911.2,,12.54,10.29,,3.99,13.47,0.006233
2017-01-09,902.83,,12.09,10.33,,4.3,13.74,0.006167
2017-01-10,907.68,,12.49,10.55,,4.59,13.39,0.006698000000000001
2017-01-11,777.76,,11.3,9.72,,3.85,11.64,0.006411
2017-01-12,804.83,,12.22,9.86,,3.96,11.85,0.006423000000000001
2017-01-13,823.98,,12.59,9.77,,3.89,11.27,0.006595999999999999
2017-01-14,818.41,,12.08,9.65,,3.9,11.09,0.006862999999999999
2017-01-15,821.8,,12.39,9.9,,3.93,10.76,0.006726
2017-01-16,831.53,,12.94,9.64,,3.9,10.64,0.006788
2017-01-17,907.94,,14.25,10.3,,3.94,12.39,0.0068
2017-01-18,886.62,,14.06,10.23,,3.84,12.05,0.0067090000000000006
2017-01-19,899.07,,15.18,10.4,,3.86,12.15,0.007034
2017-01-20,895.03,,15.16,10.6,,3.89,11.91,0.006675
2017-01-21,921.79,,14.97,10.91,,3.9,12.03,0.006706
2017-01-22,924.67,,15.11,10.7,,3.84,12.18,0.006712999999999999
2017-01-23,921.01,,15.19,10.82,,3.84,12.25,0.006697
2017-01-24,892.69,,14.09,10.63,,3.79,11.81,0.006540000000000001
2017-01-25,901.54,,14.51,10.57,,3.71,11.83,0.006513
2017-01-26,917.59,,15.04,10.59,,3.83,11.98,0.006690000000000001
2017-01-27,919.75,,15.34,10.54,,3.86,12.1,0.0064150000000000006
2017-01-28,921.59,,15.27,10.56,,3.85,12.85,0.006342
2017-01-29,919.5,,15.51,10.48,,3.85,12.66,0.006402
2017-01-30,920.38,,15.96,10.57,,4.02,12.71,0.006381
2017-01-31,970.4,,16.07,10.73,,4.08,12.99,0.006314
2017-02-01,989.02,,16.03,10.73,,4.08,13.27,0.006540000000000001
2017-02-02,1011.8,,16.31,10.82,,4.09,13.14,0.006469
2017-02-03,1029.91,,17.52,11.11,,4.08,12.86,0.006474
2017-02-04,1042.9,,17.62,11.43,,4.06,12.61,0.006492
2017-02-05,1027.34,,17.06,11.35,,4.04,12.8,0.006442
2017-02-06,1038.15,,17.12,11.39,,4.04,12.88,0.00645
2017-02-07,1061.35,,17.14,11.52,,4.04,12.65,0.0064069999999999995
2017-02-08,1063.07,,17.35,11.43,,4.02,12.8,0.006437999999999999
2017-02-09,994.38,,16.58,11.03,,3.8,12.12,0.006374
2017-02-10,988.67,,16.67,11.28,,3.78,11.98,0.006289
2017-02-11,1004.45,,17.15,11.35,,3.79,12.24,0.006333
2017-02-12,999.18,,16.91,11.4,,3.76,12.33,0.006268999999999999
2017-02-13,990.64,,16.88,11.27,,3.72,12.2,0.006251
2017-02-14,1004.55,,18.15,13.03,,3.77,12.99,0.006278
2017-02-15,1007.48,,19.63,12.92,,3.81,13.62,0.006147
2017-02-16,1027.44,,19.52,12.9,,3.79,13.1,0.006027
2017-02-17,1046.21,,20.0,12.68,,3.83,13.3,0.005935
2017-02-18,1054.42,,21.41,12.81,,3.79,13.36,0.005569
2017-02-19,1047.87,,22.55,12.76,,3.76,12.99,0.005878
2017-02-20,1079.98,,21.59,12.43,,3.77,12.22,0.005873
2017-02-21,1115.3,,21.25,12.67,,3.78,12.34,0.005832
2017-02-22,1117.44,,22.12,12.6,,3.81,12.77,0.00586
2017-02-23,1166.72,,25.22,13.12,,3.84,12.87,0.005895
2017-02-24,1173.68,,26.2,13.07,,3.85,11.92,0.0057009999999999995
2017-02-25,1143.84,,26.76,13.55,,3.83,11.85,0.005665
2017-02-26,1165.2,,28.11,14.52,,3.83,11.89,0.005671
2017-02-27,1179.97,,28.18,15.4,,3.8,11.96,0.005609
2017-02-28,1179.97,,32.51,15.82,,3.77,12.28,0.005536
2017-03-01,1222.5,,42.54,17.35,,3.8,12.33,0.005408
2017-03-02,1251.01,,42.44,19.03,,3.92,13.11,0.005991
2017-03-03,1274.99,,47.38,19.46,,3.92,13.91,0.006339
2017-03-04,1255.15,,43.38,18.62,,3.88,13.67,0.006299
2017-03-05,1267.12,,42.31,19.3,,3.9,15.18,0.006129
2017-03-06,1272.83,,46.5,19.61,,3.92,15.41,0.006057
2017-03-07,1223.54,,45.68,18.89,,3.82,13.53,0.006534000000000001
2017-03-08,1150.0,,42.33,16.65,,3.78,12.47,0.006509
2017-03-09,1188.49,,51.06,17.75,,3.84,13.03,0.006498
2017-03-10,1116.72,,50.42,19.33,,3.75,13.21,0.006227
2017-03-11,1175.83,,72.93,21.47,,3.8,14.69,0.0062380000000000005
2017-03-12,1221.38,,77.08,23.44,,3.84,16.79,0.006255
2017-03-13,1231.92,,74.61,28.59,,4.17,18.13,0.006385
2017-03-14,1240.0,,88.24,28.65,,4.06,17.76,0.006381
2017-03-15,1249.61,,95.09,35.06,,4.16,18.98,0.006314
2017-03-16,1187.81,,89.81,46.35,,4.24,22.48,0.0063939999999999995
2017-03-17,1100.23,,99.14,46.83,,4.06,22.35,0.006116
2017-03-18,973.82,,109.24,34.16,,3.97,20.07,0.00671
2017-03-19,1036.74,,108.23,44.74,,3.96,23.29,0.006912000000000001
2017-03-20,1054.23,,100.05,43.39,,4.03,22.51,0.006975
2017-03-21,1120.54,,95.38,43.15,,4.01,21.29,0.006909
2017-03-22,1049.14,,101.51,42.34,,3.94,21.42,0.007301
2017-03-23,1038.59,,101.43,43.68,,3.98,21.82,0.010582
2017-03-24,937.52,,97.27,53.11,,4.08,21.1,0.010518000000000001
2017-03-25,972.78,,94.33,51.25,,4.07,20.14,0.009115999999999999
2017-03-26,966.73,,93.63,50.52,,4.06,19.61,0.009545
2017-03-27,1045.77,,85.66,49.67,,4.08,19.66,0.009597
2017-03-28,1047.15,,87.89,50.77,,4.16,19.81,0.009514
2017-03-29,1039.97,,84.4,53.13,,4.19,21.14,0.010101
2017-03-30,1026.43,,79.61,52.21,,6.98,20.88,0.013276
2017-03-31,1071.79,,74.91,50.04,,6.67,20.54,0.020888999999999998
2017-04-01,1080.5,,68.6,50.7,,6.88,21.5,0.021892
2017-04-02,1102.17,,57.07,48.75,,7.74,20.14,0.061159000000000005
2017-04-03,1143.81,,61.76,44.36,,8.07,20.33,0.033023000000000004
2017-04-04,1133.25,,69.07,44.64,,8.29,21.35,0.037455
2017-04-05,1124.78,,74.37,45.3,,11.09,19.62,0.035544
2017-04-06,1182.68,,66.53,43.24,,10.25,19.27,0.032665
2017-04-07,1176.9,,66.19,42.16,,9.37,19.39,0.036319
2017-04-08,1175.95,,67.75,44.31,,9.92,20.83,0.035849
2017-04-09,1187.87,,64.7,43.27,,8.71,20.68,0.03402
2017-04-10,1187.13,,61.31,43.44,,8.92,21.83,0.033598
2017-04-11,1205.01,,60.53,43.41,,8.85,21.36,0.032951999999999995
2017-04-12,1200.37,,68.0,46.29,,10.79,21.76,0.034336
2017-04-13,1169.28,,72.57,50.22,,10.15,21.48,0.034383
2017-04-14,1167.54,,70.77,47.57,,10.39,20.59,0.033779
2017-04-15,1172.52,,75.01,49.1,,10.79,20.71,0.033955
2017-04-16,1182.94,,75.34,48.72,,10.71,20.46,0.033462
2017-04-17,1193.91,,75.64,48.3,,10.42,20.56,0.033655000000000004
2017-04-18,1211.67,,72.83,50.71,,10.32,21.06,0.033183
2017-04-19,1210.29,,72.28,48.31,,9.66,20.39,0.030173000000000002
2017-04-20,1229.08,,71.45,49.67,,10.33,20.24,0.029983999999999997
2017-04-21,1222.05,,70.88,48.22,,11.23,20.29,0.032780000000000004
2017-04-22,1231.71,,71.22,48.55,,13.06,20.12,0.03177
2017-04-23,1207.21,,68.89,48.49,,13.94,19.72,0.031278
2017-04-24,1250.15,,72.2,50.03,,14.97,19.56,0.031383999999999995
2017-04-25,1265.49,,72.07,49.89,,15.21,19.65,0.032346
2017-04-26,1281.08,,71.53,52.72,,14.85,19.37,0.032797
2017-04-27,1317.73,,78.17,62.17,,14.62,21.21,0.034816
2017-04-28,1316.48,,79.49,70.16,,14.34,22.35,0.044475
2017-04-29,1321.79,,94.95,68.38,,15.74,22.76,0.052868
2017-04-30,1347.89,,91.55,79.02,,15.71,23.72,0.05160700000000001
2017-05-01,1421.6,,88.12,76.3,,15.92,22.77,0.055115
2017-05-02,1452.82,,86.24,77.26,,15.89,23.04,0.053908000000000005
2017-05-03,1490.09,,90.08,79.72,,21.04,25.2,0.060489999999999995
2017-05-04,1537.67,,92.8,96.98,,23.39,25.99,0.078914
2017-05-05,1555.45,,99.01,94.4,,26.27,28.45,0.09355
2017-05-06,1578.8,,99.76,97.81,,28.16,28.98,0.10179099999999999
2017-05-07,1596.71,,106.28,94.01,,30.29,32.78,0.141763
2017-05-08,1723.35,,101.1,91.42,,28.96,30.47,0.198212
2017-05-09,1755.36,,93.3,91.16,,33.58,28.66,0.160074
2017-05-10,1787.13,,91.52,89.52,,31.96,29.84,0.186066
2017-05-11,1848.57,,91.54,89.88,,30.72,29.51,0.183135
2017-05-12,1724.24,,86.8,88.66,,27.45,28.68,0.20606799999999997
2017-05-13,1804.91,,89.35,90.84,,28.91,28.47,0.214878
2017-05-14,1808.91,,89.8,90.79,,28.89,28.53,0.220223
2017-05-15,1738.43,,91.49,92.41,,25.37,27.79,0.27071999999999996
2017-05-16,1734.45,,85.59,89.44,,23.33,26.26,0.34986100000000003
2017-05-17,1839.09,,83.26,89.86,,25.4,26.93,0.39413200000000004
2017-05-18,1888.65,,89.73,96.91,,28.36,30.33,0.364869
2017-05-19,1987.71,,98.98,129.53,,27.7,31.87,0.327801
2017-05-20,2084.73,,100.77,126.52,,27.51,35.1,0.351634
2017-05-21,2041.2,,102.03,157.94,,26.3,34.64,0.336201
2017-05-22,2173.4,,120.73,174.26,,25.38,36.17,0.317954
2017-05-23,2320.42,,138.07,181.95,,32.11,55.62,0.323368
2017-05-24,2443.64,,144.63,190.05,,34.45,45.38,0.29589
2017-05-25,2304.98,,119.63,174.45,,29.9,40.12,0.246065
2017-05-26,2202.42,,112.94,160.4,,23.75,38.71,0.271808
2017-05-27,2038.87,,99.2,157.76,,23.74,33.41,0.212549
2017-05-28,2155.8,,108.14,170.51,,24.22,36.84,0.229554
2017-05-29,2255.61,,117.26,194.91,,25.21,41.21,0.23206999999999997
2017-05-30,2175.47,,121.13,231.91,,24.14,39.79,0.20532399999999998
2017-05-31,2286.41,,135.97,230.67,,25.3,41.83,0.24659
2017-06-01,2407.88,,136.08,222.24,,28.8,43.7,0.33365700000000004
2017-06-02,2488.55,,145.29,223.78,,28.94,44.0,0.303448
2017-06-03,2515.35,,144.29,224.38,,27.66,42.37,0.29458
2017-06-04,2511.81,,143.35,245.33,,27.94,42.9,0.299413
2017-06-05,2686.81,,144.92,248.46,,30.84,48.26,0.294003
2017-06-06,2863.2,,145.19,264.47,,30.55,55.57,0.284548
2017-06-07,2732.16,,140.36,258.07,,28.39,52.54,0.279783
2017-06-08,2805.62,,145.03,261.67,,30.21,56.19,0.28967800000000005
2017-06-09,2823.81,,148.93,281.74,,29.68,55.62,0.286019
2017-06-10,2947.71,,152.0,337.67,,30.44,52.28,0.260874
2017-06-11,2958.11,,188.27,340.61,,33.22,58.7,0.27275900000000003
2017-06-12,2659.63,,170.78,401.49,,29.5,50.04,0.25396399999999997
2017-06-13,2717.02,,183.97,397.54,0.590255,30.64,51.8,0.26615300000000003
2017-06-14,2506.37,,163.21,359.05,0.5289159999999999,30.22,46.3,0.278447
2017-06-15,2464.58,,163.35,361.93,0.363661,30.22,46.02,0.259266
2017-06-16,2518.56,,166.25,370.23,0.410757,35.7,48.11,0.26206799999999997
2017-06-17,2655.88,,178.13,379.41,0.41990600000000006,47.65,50.46,0.268351
2017-06-18,2548.29,,193.53,371.46,0.405862,46.04,49.6,0.2846
2017-06-19,2589.6,,201.26,370.06,0.41218299999999997,50.32,49.09,0.296068
2017-06-20,2721.79,,187.91,359.0,0.418494,47.22,48.08,0.324427
2017-06-21,2689.1,,178.81,336.87,0.413547,47.79,46.59,0.29636599999999996
2017-06-22,2705.41,,177.06,336.37,0.417742,47.71,47.28,0.297848
2017-06-23,2744.91,,189.26,341.74,0.48091000000000006,47.34,51.41,0.31997800000000004
2017-06-24,2608.72,,182.62,323.7,0.5129100000000001,44.49,48.03,0.31111
2017-06-25,2589.41,,172.88,303.25,0.470941,43.92,45.89,0.298423
2017-06-26,2478.45,,162.89,272.69,0.402438,41.13,43.49,0.27728800000000003
2017-06-27,2552.45,,176.02,293.09,0.392269,40.54,43.57,0.276306
2017-06-28,2574.79,,184.13,327.93,0.37913600000000003,42.85,47.32,0.280455
2017-06-29,2539.32,,177.17,302.88,0.41779799999999995,41.07,45.02,0.265421
2017-06-30,2480.84,,181.77,294.92,0.401591,40.35,43.73,0.26293
2017-07-01,2434.55,,165.71,274.6,0.38963000000000003,38.99,40.96,0.254744
2017-07-02,2506.47,,173.49,287.99,0.382249,41.57,42.79,0.259449
2017-07-03,2564.06,,180.79,282.9,0.376139,46.43,43.63,0.259959
2017-07-04,2601.64,,183.06,273.3,0.39639,55.33,45.47,0.254709
2017-07-05,2601.99,,209.48,268.77,0.38013,53.19,45.72,0.256523
2017-07-06,2608.56,,213.17,270.55,0.35388000000000003,51.13,50.12,0.254641
2017-07-07,2518.66,,196.46,245.99,0.284565,46.58,44.25,0.23948000000000003
2017-07-08,2571.34,,209.2,251.7,0.30551500000000004,52.14,46.1,0.236134
2017-07-09,2518.44,,195.64,242.14,0.30288899999999996,49.58,44.85,0.23341599999999998
2017-07-10,2372.56,,174.4,215.36,0.217061,46.58,40.01,0.203165
2017-07-11,2337.79,,165.73,197.4,0.187596,45.33,37.14,0.18501900000000002
2017-07-12,2398.84,,179.89,230.77,0.228758,48.75,40.39,0.205354
2017-07-13,2357.9,,171.24,209.73,0.21458899999999997,46.33,38.23,0.200809
2017-07-14,2233.34,,161.08,199.66,0.17535,42.8,35.48,0.190769
2017-07-15,1998.86,,140.14,170.66,0.15868800000000002,38.92,32.09,0.17058900000000002
2017-07-16,1929.82,,132.64,157.36,0.180978,40.91,29.43,0.148056
2017-07-17,2228.41,,153.85,193.42,0.26310500000000003,42.67,34.83,0.17788900000000002
2017-07-18,2318.88,,158.07,234.39,0.26734,44.3,36.38,0.188718
2017-07-19,2273.43,,155.65,199.7,0.232212,40.86,35.06,0.168388
2017-07-20,2817.6,,188.59,227.26,0.29246,45.02,40.3,0.18829500000000002
2017-07-21,2667.76,,185.86,218.31,0.26413400000000004,45.76,40.34,0.182608
2017-07-22,2810.12,,195.31,229.48,0.273382,46.56,44.71,0.19332
2017-07-23,2730.4,413.06,191.03,225.95,0.269072,44.06,42.67,0.19505799999999998
2017-07-24,2754.86,440.7,204.02,224.71,0.266447,44.41,45.58,0.192002
2017-07-25,2576.48,406.9,195.52,206.71,0.25045300000000004,42.24,40.68,0.17810399999999998
2017-07-26,2529.45,365.82,194.37,203.95,0.274598,42.23,45.8,0.173822
2017-07-27,2671.78,385.48,194.09,204.32,0.275467,42.14,45.24,0.173457
2017-07-28,2809.01,406.05,185.61,193.12,0.26511799999999996,40.61,43.96,0.165937
2017-07-29,2726.45,384.77,185.25,205.79,0.27519,41.12,43.89,0.169871
2017-07-30,2757.18,345.66,172.82,197.98,0.254785,40.42,39.62,0.165082
2017-07-31,2875.34,294.46,178.51,203.87,0.254732,43.02,39.84,0.16738599999999998
2017-08-01,2718.26,380.01,184.75,226.77,0.29022,43.04,44.15,0.177053
2017-08-02,2710.67,452.66,182.93,219.95,0.286116,42.13,43.63,0.17311300000000002
2017-08-03,2804.73,364.05,186.99,225.34,0.332352,42.86,43.36,0.174612
2017-08-04,2895.89,233.05,186.97,223.07,0.391286,43.45,45.12,0.173743
2017-08-05,3252.91,213.15,193.83,256.51,0.40798,46.86,48.58,0.18473699999999998
2017-08-06,3213.94,220.66,189.13,261.57,0.431142,45.1,47.83,0.180444
2017-08-07,3378.94,319.69,197.19,269.18,0.474577,45.8,50.21,0.179021
2017-08-08,3419.94,345.49,203.84,296.77,0.547637,48.63,51.94,0.19258599999999998
2017-08-09,3342.47,303.89,199.21,296.03,0.5433279999999999,48.01,50.96,0.182947
2017-08-10,3381.28,275.95,200.96,295.89,0.5664560000000001,46.5,49.47,0.180399
2017-08-11,3650.62,328.24,205.79,308.86,0.654872,47.1,50.65,0.179307
2017-08-12,3884.71,317.09,205.49,310.6,0.721535,46.43,49.37,0.173853
2017-08-13,4073.26,298.05,198.17,298.06,0.807713,45.81,47.76,0.16809200000000002
2017-08-14,4325.13,297.68,199.44,300.1,0.976404,45.8,49.75,0.169991
2017-08-15,4181.93,297.86,203.52,289.82,0.917949,43.31,48.74,0.161221
2017-08-16,4376.63,300.21,232.02,302.27,1.05,44.15,48.78,0.160431
2017-08-17,4331.69,460.53,233.62,301.46,1.02,43.91,47.45,0.157498
2017-08-18,4160.62,690.24,224.28,295.59,0.8701469999999999,47.28,46.69,0.158883
2017-08-19,4193.7,754.56,288.7,297.47,0.9785209999999999,45.48,55.96,0.155057
2017-08-20,4087.66,712.87,294.2,301.43,0.942205,46.23,54.71,0.158735
2017-08-21,4001.74,599.63,279.58,321.59,0.9062690000000001,47.94,77.82,0.191918
2017-08-22,4100.52,690.88,291.5,314.79,0.843775,46.73,91.16,0.23928600000000003
2017-08-23,4151.52,669.4,292.57,317.52,0.8503709999999999,53.25,90.33,0.246827
2017-08-24,4334.68,628.11,315.37,325.61,0.895101,50.19,86.29,0.21895799999999999
2017-08-25,4371.6,641.05,315.89,331.92,0.9196350000000001,51.18,108.26,0.21782800000000002
2017-08-26,4352.4,625.32,399.85,333.88,0.9622129999999999,51.75,138.05,0.212577
2017-08-27,4382.88,620.9,362.89,347.89,0.920351,61.16,130.68,0.202995
2017-08-28,4382.66,596.18,356.78,347.75,0.8751969999999999,62.36,145.4,0.22450799999999999
2017-08-29,4579.02,552.93,359.55,370.67,0.8119609999999999,63.17,133.03,0.21856399999999998
2017-08-30,4565.3,575.21,368.34,378.49,0.869647,64.17,132.38,0.228006
2017-08-31,4703.39,588.17,378.32,383.04,0.842424,71.06,140.41,0.25563
2017-09-01,4892.01,622.17,393.35,387.74,0.807778,86.04,141.2,0.248479
2017-09-02,4578.77,575.9,350.17,348.98,0.695547,79.02,124.8,0.226669
2017-09-03,4582.96,607.43,356.39,347.48,0.7439680000000001,76.84,126.01,0.22881100000000001
2017-09-04,4236.31,517.24,316.13,295.17,0.566472,65.21,106.17,0.20496799999999998
2017-09-05,4376.53,541.71,327.23,312.99,0.613085,71.29,118.82,0.215189
2017-09-06,4597.12,638.18,347.17,334.34,0.741663,80.11,121.63,0.22618600000000003
2017-09-07,4599.88,652.86,343.91,329.43,0.6457579999999999,78.48,120.84,0.22364
2017-09-08,4228.75,583.1,333.21,296.5,0.540475,67.79,118.04,0.21151799999999998
2017-09-09,4226.06,547.47,323.14,294.4,0.560809,66.01,116.27,0.209995
2017-09-10,4122.94,537.07,320.11,288.75,0.49560699999999996,61.61,112.33,0.213031
2017-09-11,4161.27,537.81,318.4,294.53,0.5582729999999999,66.04,112.75,0.214441
2017-09-12,4130.81,510.41,325.97,291.46,0.591949,64.23,111.89,0.20930300000000002
2017-09-13,3882.59,503.61,301.29,277.11,0.55682,61.73,111.33,0.20077799999999998
2017-09-14,3154.95,367.04,236.24,213.91,0.44501899999999994,41.58,83.04,0.164167
2017-09-15,3637.52,424.02,284.36,250.46,0.48051000000000005,48.21,99.85,0.181358
2017-09-16,3625.04,440.22,298.86,246.52,0.48723900000000003,48.26,95.29,0.179082
2017-09-17,3582.88,419.86,313.84,251.75,0.497046,48.49,93.74,0.178393
2017-09-18,4065.2,479.32,333.0,293.5,0.606233,55.53,100.57,0.18976800000000002
2017-09-19,3924.97,527.88,324.26,282.8,0.565168,52.84,97.72,0.184041
2017-09-20,3905.95,476.05,342.43,283.74,0.566627,51.73,95.57,0.182078
2017-09-21,3631.04,416.26,330.05,258.58,0.500724,46.61,86.24,0.171754
2017-09-22,3630.7,415.09,346.58,264.31,0.5060100000000001,48.09,88.17,0.17351
2017-09-23,3792.4,428.5,350.79,286.17,0.541796,49.27,91.85,0.17788199999999998
2017-09-24,3682.84,421.03,331.85,282.48,0.521379,47.62,89.5,0.175787
2017-09-25,3926.07,445.8,345.09,292.33,0.556207,51.58,93.64,0.18148699999999998
2017-09-26,3892.35,441.83,339.1,287.44,0.515205,51.55,93.13,0.186119
2017-09-27,4200.67,457.31,346.43,306.47,0.551005,56.28,101.04,0.203299
2017-09-28,4174.73,447.81,338.25,299.15,0.595896,54.09,97.23,0.196131
2017-09-29,4163.07,436.77,327.7,291.47,0.584418,52.62,94.5,0.193606
2017-09-30,4338.71,432.63,327.14,301.46,0.620822,55.14,95.76,0.197529
2017-10-01,4403.74,415.15,315.8,302.34,0.610183,54.54,93.22,0.20653200000000002
2017-10-02,4409.32,421.19,308.69,297.48,0.575398,53.38,91.54,0.202676
2017-10-03,4317.48,404.18,296.24,292.46,0.561712,52.35,92.96,0.203318
2017-10-04,4229.36,358.45,305.46,292.66,0.546982,51.4,90.41,0.21477399999999996
2017-10-05,4328.41,355.75,305.4,295.86,0.5409149999999999,51.67,91.86,0.23701599999999998
2017-10-06,4370.81,363.01,306.88,308.59,0.503448,52.12,91.19,0.234039
2017-10-07,4426.89,360.78,310.49,311.12,0.538529,52.58,91.7,0.23861
2017-10-08,4610.48,342.21,302.48,308.61,0.5000319999999999,53.14,89.77,0.279944
2017-10-09,4772.02,314.16,283.67,297.39,0.469438,50.16,85.49,0.251825
2017-10-10,4781.99,321.59,291.27,299.87,0.477576,50.72,86.82,0.260733
2017-10-11,4826.48,314.9,298.4,303.46,0.48146400000000006,50.89,87.42,0.264439
2017-10-12,5446.91,313.21,291.91,304.14,0.41241700000000003,60.11,87.09,0.248414
2017-10-13,5647.21,321.46,310.38,338.76,0.44159499999999996,59.43,95.13,0.26048899999999997
2017-10-14,5831.79,321.96,316.69,339.63,0.457837,63.95,100.23,0.25732
2017-10-15,5678.19,314.95,309.51,336.6,0.438429,65.47,94.87,0.26398299999999997
2017-10-16,5725.59,313.64,302.21,333.38,0.45065500000000003,64.62,95.9,0.256232
2017-10-17,5605.51,371.73,299.88,317.08,0.468463,59.48,91.28,0.232064
2017-10-18,5590.69,339.17,297.26,314.32,0.454575,60.73,89.54,0.21852
2017-10-19,5708.52,330.81,295.47,308.09,0.433388,59.74,88.62,0.21515
2017-10-20,6011.45,327.44,289.19,304.01,0.401913,60.33,90.54,0.210549
2017-10-21,6031.6,323.36,277.86,300.19,0.393045,58.2,88.12,0.21101599999999998
2017-10-22,6008.42,331.66,275.7,295.45,0.392542,56.81,86.58,0.204177
2017-10-23,5930.32,315.6,284.23,286.95,0.38648699999999997,54.92,85.21,0.196928
2017-10-24,5526.64,326.89,293.2,298.33,0.453682,55.96,88.4,0.206644
2017-10-25,5750.8,332.13,289.14,297.93,0.44344799999999995,56.49,88.13,0.204604
2017-10-26,5904.83,338.2,286.13,296.53,0.41710699999999995,55.74,88.58,0.203628
2017-10-27,5780.9,367.57,280.48,297.42,0.42335500000000004,55.33,86.75,0.202785
2017-10-28,5753.09,423.35,275.69,296.3,0.395483,54.69,86.31,0.201835
2017-10-29,6153.85,451.92,283.93,305.09,0.40371999999999997,57.11,88.65,0.202785
2017-10-30,6130.53,448.23,285.94,307.75,0.409046,56.39,88.84,0.202711
2017-10-31,6468.4,439.05,279.15,305.88,0.390915,55.75,87.64,0.200558
2017-11-01,6767.31,531.83,271.56,291.69,0.36391999999999997,53.18,85.72,0.194124
2017-11-02,7078.5,587.22,265.31,287.43,0.366056,54.74,83.76,0.20586100000000002
2017-11-03,7207.76,625.32,278.59,305.71,0.39312600000000003,56.18,87.99,0.20813299999999998
2017-11-04,7379.95,620.45,274.68,300.47,0.368643,55.04,87.3,0.20375
2017-11-05,7407.41,630.7,273.17,296.26,0.350084,54.75,86.35,0.20205499999999998
2017-11-06,7022.76,602.65,275.68,298.89,0.37393899999999997,55.17,102.92,0.20599
2017-11-07,7144.38,616.3,293.38,294.66,0.383096,61.3,99.76,0.21035399999999999
